TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;MES_RENTAB;PR_RENTAB_MES;PR_VARIACAO_INDICE_REFER_MES;PR_PERFM_INDICE_REFER_MES;RENTAB_MES_OBS
CLASSES - FIF;30.493.349/0001-73;;IBIUNA HEDGE ST ADVISORY FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-06-30;12;2.05;0.93;220.65;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;1;1.53;1.01;152.02;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;2;0.52;0.99;53.18;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;3;0.52;0.96;54.47;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;4;1.80;1.06;170.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;5;1.23;1.14;108.47;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;6;0.95;1.10;86.69;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;7;1.37;0.91;151.25;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;8;0.66;0.87;76.56;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;9;1.63;0.83;195.74;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;10;-0.19;0.93;-20.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;11;3.08;0.79;389.65;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.556.797/0001-79;;PWM V FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-06-30;12;2.06;0.93;222.11;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;1;1.58;1.01;156.23;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;2;0.53;0.99;53.37;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;3;0.54;0.96;56.73;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;4;1.86;1.06;175.73;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;5;1.32;1.14;115.85;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;6;0.98;1.10;89.16;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;7;1.39;0.91;153.23;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;8;0.67;0.87;77.78;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;9;1.65;0.83;198.29;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;10;-0.22;0.93;-23.84;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;11;3.24;0.79;409.89;
CLASSES - FIF;30.756.847/0001-61;;CSHG VERDE 60 FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILDADE LIMITADA;2025-06-30;12;2.14;0.93;230.37;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;1;0.81;1.01;80.20;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;2;1.18;0.99;119.19;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;3;1.17;0.96;121.88;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;4;0.81;1.06;76.42;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;5;1.25;1.14;109.65;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;6;1.61;1.10;146.36;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;7;1.22;0.91;134.07;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;8;1.10;0.87;126.44;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;9;1.43;0.83;172.29;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;10;0.81;0.93;87.10;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;11;0.60;0.79;75.95;
CLASSES - FIF;30.877.528/0001-04;;INTER HEDGE FIF INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;12;0.83;0.93;89.25;
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;1;0.91;1.01;90.11;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;2;1.22;0.99;123.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;3;-0.15;0.96;-16.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;4;0.28;1.06;26.80;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;5;2.01;1.14;176.35;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;6;1.59;1.10;144.65;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;7;1.79;0.91;197.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;8;1.33;0.87;153.73;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;9;1.01;0.83;121.12;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;10;0.65;0.93;69.73;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;11;1.13;0.79;142.24;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.064/0001-83;;CONEXÃO OAKTREE GLOBAL CREDIT FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;12;0.44;0.93;47.74;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;1;4.83;4.86;-0.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;2;-2.74;-2.64;-0.10;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;3;6.08;6.08;0.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;4;3.65;3.69;-0.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;5;1.35;1.45;-0.11;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;6;1.31;1.33;-0.02;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;7;2.58;3.02;-0.44;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;8;6.54;6.54;0.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;9;-3.14;-3.08;-0.06;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;10;-1.65;-1.60;-0.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;11;-3.39;-3.12;-0.27;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.274/0001-71;;NEXT FIF - CIC DE AÇÕES IBOVESPA - RESP LIMITADA;2025-06-30;12;-4.34;-4.28;-0.06;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;1;-2.24;6.66;-33.72;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;2;0.40;-4.95;-8.07;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;3;-7.29;3.62;-201.39;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;4;0.11;3.26;3.26;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;5;6.72;2.65;253.87;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;6;-0.88;0.99;-89.47;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;7;2.60;2.99;87.06;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;8;2.82;5.74;49.02;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;9;-1.60;-4.28;37.34;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;10;3.74;-0.46;-811.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;11;8.09;-4.70;-171.90;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.031.288/0001-95;;BRADESCO GLOBAL INSTITUCIONAL FI FINANCEIRO - CIC EM AÇÕES - RESP LIMITADA;2025-06-30;12;1.00;-6.89;-14.49;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;1;1.45;1.01;143.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;2;0.46;0.99;46.37;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;3;0.45;0.96;47.19;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;4;1.72;1.06;163.27;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;5;1.14;1.14;100.65;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;6;0.83;1.10;76.08;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;7;1.29;0.91;141.78;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;8;0.58;0.87;66.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;9;1.50;0.83;179.77;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;10;-0.26;0.93;-28.30;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;11;3.11;0.79;393.10;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.057.597/0001-34;;FEEDER VERDE FIF  - CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-06-30;12;2.04;0.93;219.51;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;31.145.833/0001-74;;TREND INFLAÇÃO CURTA FUNDO DE INVESTIMENTO EM RENDA FIXA RESPONSABILIDADE LIMITADA;2025-06-30;1;1.86;0.00;0.00;
