TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;ANO_RENTAB;PR_RENTAB_ANO;PR_VARIACAO_INDICE_REFER_ANO;PR_PERFM_INDICE_REFER_ANO;RENTAB_ANO_OBS
CLASSES - FIF;22.504.092/0001-80;;ICATU VANGUARDA HEDGE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO -RESP LIMITADA;2025-04-30;2025;2.43;4.07;59.67;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;22.759.995/0001-01;;SULAMÉRICA INFRA FIF INCENTIVADO DE INFRAESTRUTURA RENDA FIXA DE RESPONSABILIDADE LIMITADA;2025-04-30;2021;0.06;0.05;1.84;
FI;22.759.995/0001-01;;SULAMÉRICA INFRA FIF INCENTIVADO DE INFRAESTRUTURA RENDA FIXA DE RESPONSABILIDADE LIMITADA;2025-04-30;2022;0.06;0.10;-3.66;
FI;22.759.995/0001-01;;SULAMÉRICA INFRA FIF INCENTIVADO DE INFRAESTRUTURA RENDA FIXA DE RESPONSABILIDADE LIMITADA;2025-04-30;2023;0.13;0.12;1.32;
FI;22.759.995/0001-01;;SULAMÉRICA INFRA FIF INCENTIVADO DE INFRAESTRUTURA RENDA FIXA DE RESPONSABILIDADE LIMITADA;2025-04-30;2024;5.25;6.16;-0.92;
FI;22.759.995/0001-01;;SULAMÉRICA INFRA FIF INCENTIVADO DE INFRAESTRUTURA RENDA FIXA DE RESPONSABILIDADE LIMITADA;2025-04-30;2025;5.78;4.92;0.86;
FI;23.339.998/0001-59;;PANORAMA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - CREDITO PRIVADO RESP LIMITADA;2025-04-30;2021;-0.42;4.40;-9.53;
FI;23.339.998/0001-59;;PANORAMA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - CREDITO PRIVADO RESP LIMITADA;2025-04-30;2022;14.55;12.37;117.60;
FI;23.339.998/0001-59;;PANORAMA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - CREDITO PRIVADO RESP LIMITADA;2025-04-30;2023;12.57;13.05;96.35;
FI;23.339.998/0001-59;;PANORAMA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - CREDITO PRIVADO RESP LIMITADA;2025-04-30;2024;4.56;10.87;41.95;
FI;23.339.998/0001-59;;PANORAMA CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - CREDITO PRIVADO RESP LIMITADA;2025-04-30;2025;6.89;4.07;169.29;
FI;23.352.212/0001-33;;RESERVA GRÁFICA VERMELHO FIF - CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES - RESP LIMITADA;2025-04-30;2021;3.74;4.40;85.07;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.352.212/0001-33;;RESERVA GRÁFICA VERMELHO FIF - CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES - RESP LIMITADA;2025-04-30;2022;12.23;12.37;98.82;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.352.212/0001-33;;RESERVA GRÁFICA VERMELHO FIF - CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES - RESP LIMITADA;2025-04-30;2023;12.43;13.05;95.27;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.352.212/0001-33;;RESERVA GRÁFICA VERMELHO FIF - CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES - RESP LIMITADA;2025-04-30;2024;10.43;10.87;95.90;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.352.212/0001-33;;RESERVA GRÁFICA VERMELHO FIF - CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES - RESP LIMITADA;2025-04-30;2025;4.11;4.07;100.91;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;23.379.083/0001-77;;DIRECT LIQUIDEZ BEM FIF - CLASSE DE INVESTIMENTO EM COTAS RF SIMPLES - RESP LIMITADA;2025-04-30;2021;4.44;0.00;0.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;23.379.083/0001-77;;DIRECT LIQUIDEZ BEM FIF - CLASSE DE INVESTIMENTO EM COTAS RF SIMPLES - RESP LIMITADA;2025-04-30;2022;12.34;0.00;0.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;23.379.083/0001-77;;DIRECT LIQUIDEZ BEM FIF - CLASSE DE INVESTIMENTO EM COTAS RF SIMPLES - RESP LIMITADA;2025-04-30;2023;12.93;0.00;0.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;23.379.083/0001-77;;DIRECT LIQUIDEZ BEM FIF - CLASSE DE INVESTIMENTO EM COTAS RF SIMPLES - RESP LIMITADA;2025-04-30;2024;10.74;0.00;0.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
CLASSES - FIF;23.379.083/0001-77;;DIRECT LIQUIDEZ BEM FIF - CLASSE DE INVESTIMENTO EM COTAS RF SIMPLES - RESP LIMITADA;2025-04-30;2025;4.05;0.00;0.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.502.654/0001-19;;SULAMÉRICA RETORNO TOTAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO DE RESPONSABILIDADE;2025-04-30;2022;15.01;11.83;127.34;
FI;23.502.654/0001-19;;SULAMÉRICA RETORNO TOTAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO DE RESPONSABILIDADE;2025-04-30;2023;13.17;13.05;100.93;
FI;23.502.654/0001-19;;SULAMÉRICA RETORNO TOTAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO DE RESPONSABILIDADE;2025-04-30;2024;7.39;10.87;67.95;
FI;23.502.654/0001-19;;SULAMÉRICA RETORNO TOTAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO DE RESPONSABILIDADE;2025-04-30;2025;4.84;4.07;1.19;
FI;23.732.220/0001-05;;BAHIA AM LONG BIASED MÁSTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2021;-18.30;9.79;-187.03;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.732.220/0001-05;;BAHIA AM LONG BIASED MÁSTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2022;6.84;5.22;131.09;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.732.220/0001-05;;BAHIA AM LONG BIASED MÁSTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2023;9.04;4.07;222.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.732.220/0001-05;;BAHIA AM LONG BIASED MÁSTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2024;-1.42;4.39;-32.40;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.732.220/0001-05;;BAHIA AM LONG BIASED MÁSTER FIF - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;2025-04-30;2025;10.45;2.31;453.13;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.732.231/0001-95;;BAHIA AM LONG BIASED FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2021;-19.86;9.79;-202.95;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.732.231/0001-95;;BAHIA AM LONG BIASED FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2022;4.80;5.22;92.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.732.231/0001-95;;BAHIA AM LONG BIASED FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2023;6.91;4.07;169.85;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.732.231/0001-95;;BAHIA AM LONG BIASED FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2024;-3.29;4.39;-74.90;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.732.231/0001-95;;BAHIA AM LONG BIASED FIF - CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2025;9.54;2.31;413.63;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;23.863.573/0001-44;;BANRISUL RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP;2025-04-30;2021;3.27;4.39;74.46;
FI;23.863.573/0001-44;;BANRISUL RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP;2025-04-30;2022;11.29;12.37;91.28;
FI;23.863.573/0001-44;;BANRISUL RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP;2025-04-30;2023;11.78;13.04;90.31;
FI;23.863.573/0001-44;;BANRISUL RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP;2025-04-30;2024;9.69;10.87;89.19;
FI;23.863.573/0001-44;;BANRISUL RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP;2025-04-30;2025;3.71;4.07;91.23;
CLASSES - FIF;23.884.623/0001-70;;CSHG ALLOCATION ADAM MACRO FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2021;0.35;4.40;8.00;
CLASSES - FIF;23.884.623/0001-70;;CSHG ALLOCATION ADAM MACRO FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2022;-3.45;12.37;-27.90;
CLASSES - FIF;23.884.623/0001-70;;CSHG ALLOCATION ADAM MACRO FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2023;6.32;13.05;48.45;
CLASSES - FIF;23.884.623/0001-70;;CSHG ALLOCATION ADAM MACRO FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2024;28.70;10.87;263.92;
CLASSES - FIF;23.884.623/0001-70;;CSHG ALLOCATION ADAM MACRO FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESP LIMITADA;2025-04-30;2025;-2.05;4.07;-50.38;
CLASSES - FIF;23.884.627/0001-58;;ADAM MACRO CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2021;0.41;4.40;9.43;
CLASSES - FIF;23.884.627/0001-58;;ADAM MACRO CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2022;-3.38;12.37;-27.32;
CLASSES - FIF;23.884.627/0001-58;;ADAM MACRO CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2023;6.57;13.05;50.37;
CLASSES - FIF;23.884.627/0001-58;;ADAM MACRO CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2024;29.20;10.87;268.53;
CLASSES - FIF;23.884.627/0001-58;;ADAM MACRO CSHG FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-04-30;2025;-1.88;4.07;-46.24;
CLASSES - FIF;23.970.201/0001-17;;OURO PRETO REAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-04-30;2021;5.32;4.40;120.91;
CLASSES - FIF;23.970.201/0001-17;;OURO PRETO REAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-04-30;2022;13.00;12.37;105.09;
CLASSES - FIF;23.970.201/0001-17;;OURO PRETO REAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-04-30;2023;13.45;13.05;103.07;
CLASSES - FIF;23.970.201/0001-17;;OURO PRETO REAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-04-30;2024;11.20;10.87;103.04;
CLASSES - FIF;23.970.201/0001-17;;OURO PRETO REAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2025-04-30;2025;4.26;4.07;104.67;
FI;24.022.566/0001-82;;BRADESCO IDKA PRÉ 2 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2021;-3.53;-3.28;107.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.022.566/0001-82;;BRADESCO IDKA PRÉ 2 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2022;7.51;8.27;90.81;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.022.566/0001-82;;BRADESCO IDKA PRÉ 2 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2023;16.49;17.03;96.86;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.022.566/0001-82;;BRADESCO IDKA PRÉ 2 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2024;-0.49;0.01;-6712.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.022.566/0001-82;;BRADESCO IDKA PRÉ 2 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-04-30;2025;8.62;8.74;98.64;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.069.611/0001-54;;SOMMA GENEBRA FI FINANCEIRO - CI RF REFERENCIADA DI - RESP LIMITADA;2025-04-30;2021;4.95;4.40;112.64;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.069.611/0001-54;;SOMMA GENEBRA FI FINANCEIRO - CI RF REFERENCIADA DI - RESP LIMITADA;2025-04-30;2022;12.72;12.37;102.77;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.069.611/0001-54;;SOMMA GENEBRA FI FINANCEIRO - CI RF REFERENCIADA DI - RESP LIMITADA;2025-04-30;2023;13.34;13.05;102.25;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.069.611/0001-54;;SOMMA GENEBRA FI FINANCEIRO - CI RF REFERENCIADA DI - RESP LIMITADA;2025-04-30;2024;11.23;10.87;103.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.069.611/0001-54;;SOMMA GENEBRA FI FINANCEIRO - CI RF REFERENCIADA DI - RESP LIMITADA;2025-04-30;2025;3.96;4.07;97.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.270.968/0001-04;;BAHIA AM ESTRATÉGIA MARAÚ FIF - CIC MULTI - RESPONSABILIDADE LIMITADA;2025-04-30;2021;1.39;9.79;14.25;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.270.968/0001-04;;BAHIA AM ESTRATÉGIA MARAÚ FIF - CIC MULTI - RESPONSABILIDADE LIMITADA;2025-04-30;2022;19.19;5.22;367.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.270.968/0001-04;;BAHIA AM ESTRATÉGIA MARAÚ FIF - CIC MULTI - RESPONSABILIDADE LIMITADA;2025-04-30;2023;5.08;4.07;124.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.270.968/0001-04;;BAHIA AM ESTRATÉGIA MARAÚ FIF - CIC MULTI - RESPONSABILIDADE LIMITADA;2025-04-30;2024;9.86;4.39;224.38;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.270.968/0001-04;;BAHIA AM ESTRATÉGIA MARAÚ FIF - CIC MULTI - RESPONSABILIDADE LIMITADA;2025-04-30;2025;5.98;2.31;259.52;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.300.703/0001-01;;NEW CASH STAR FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;2021;4.43;4.40;100.90;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.300.703/0001-01;;NEW CASH STAR FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;2022;12.50;12.37;101.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.300.703/0001-01;;NEW CASH STAR FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;2023;13.01;13.05;99.73;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.300.703/0001-01;;NEW CASH STAR FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;2024;10.89;10.87;100.15;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.300.703/0001-01;;NEW CASH STAR FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRÉDITO PRIVADO - RESP LIMITADA;2025-04-30;2025;4.07;4.07;100.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.325.096/0001-26;;SUL AMÉRICA PREMIUM FIF RENDA FIXA REFERENCIADO DI CRÉD PRIV DE RESP LIMITADA;2025-04-30;2021;0.10;4.40;2.22;
FI;24.325.096/0001-26;;SUL AMÉRICA PREMIUM FIF RENDA FIXA REFERENCIADO DI CRÉD PRIV DE RESP LIMITADA;2025-04-30;2022;0.14;0.12;1.11;
FI;24.325.096/0001-26;;SUL AMÉRICA PREMIUM FIF RENDA FIXA REFERENCIADO DI CRÉD PRIV DE RESP LIMITADA;2025-04-30;2023;14.15;13.05;108.46;
FI;24.325.096/0001-26;;SUL AMÉRICA PREMIUM FIF RENDA FIXA REFERENCIADO DI CRÉD PRIV DE RESP LIMITADA;2025-04-30;2024;11.63;10.87;106.93;
FI;24.325.096/0001-26;;SUL AMÉRICA PREMIUM FIF RENDA FIXA REFERENCIADO DI CRÉD PRIV DE RESP LIMITADA;2025-04-30;2025;4.12;4.07;101.29;
FI;24.404.844/0001-66;;H3 VERT FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2021;-1.14;4.40;-25.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.404.844/0001-66;;H3 VERT FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2022;15.77;12.37;127.45;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.404.844/0001-66;;H3 VERT FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2023;14.37;13.05;110.16;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.404.844/0001-66;;H3 VERT FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2024;12.04;10.87;110.69;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.404.844/0001-66;;H3 VERT FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2025;4.70;4.07;115.43;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.404.856/0001-90;;H3 VERT 14  FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2021;-1.32;4.40;-29.98;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.404.856/0001-90;;H3 VERT 14  FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2022;15.40;12.37;124.47;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.404.856/0001-90;;H3 VERT 14  FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2023;12.24;13.05;93.80;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.404.856/0001-90;;H3 VERT 14  FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2024;12.47;10.87;114.68;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.404.856/0001-90;;H3 VERT 14  FIF - CIC MULTIMERCADO - RESP LIMITADA;2025-04-30;2025;4.67;4.07;114.58;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.413.868/0001-81;;FIDUC FC - CIC MULT CRED PRIV - RESP LIMITADA;2025-04-30;2021;2.23;4.40;50.69;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.413.868/0001-81;;FIDUC FC - CIC MULT CRED PRIV - RESP LIMITADA;2025-04-30;2022;11.48;12.37;92.82;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.413.868/0001-81;;FIDUC FC - CIC MULT CRED PRIV - RESP LIMITADA;2025-04-30;2023;7.75;13.05;59.37;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.413.868/0001-81;;FIDUC FC - CIC MULT CRED PRIV - RESP LIMITADA;2025-04-30;2024;5.87;10.87;54.00;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;24.413.868/0001-81;;FIDUC FC - CIC MULT CRED PRIV - RESP LIMITADA;2025-04-30;2025;3.66;4.07;89.89;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
