TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;ID_SUBCLASSE;DENOM_SOCIAL;DT_COMPTC;MES_RENTAB;PR_RENTAB_MES;PR_VARIACAO_INDICE_REFER_MES;PR_PERFM_INDICE_REFER_MES;RENTAB_MES_OBS
FI;32.485.602/0001-72;;TIVIO ALOCAÇÃO USD SHORT FIF - CLASSE DE INVESTIMENTO CAMBIAL - RESP LIMITADA;2025-01-31;9;4.57;0.83;547.59;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.485.602/0001-72;;TIVIO ALOCAÇÃO USD SHORT FIF - CLASSE DE INVESTIMENTO CAMBIAL - RESP LIMITADA;2025-01-31;10;-4.53;0.93;-487.95;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.485.602/0001-72;;TIVIO ALOCAÇÃO USD SHORT FIF - CLASSE DE INVESTIMENTO CAMBIAL - RESP LIMITADA;2025-01-31;11;-3.03;0.79;-383.50;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.485.602/0001-72;;TIVIO ALOCAÇÃO USD SHORT FIF - CLASSE DE INVESTIMENTO CAMBIAL - RESP LIMITADA;2025-01-31;12;-1.90;0.93;-204.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;1;4.69;1.01;464.83;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;2;-0.30;0.80;-37.02;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;3;-1.11;0.83;-133.07;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;4;-1.81;0.89;-204.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;5;-2.70;0.83;-323.85;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;6;0.95;0.79;120.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;7;2.25;0.91;248.08;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;8;7.26;0.87;836.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;9;-2.83;0.83;-339.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;10;-1.19;0.93;-128.30;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;11;-2.80;0.79;-353.69;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.655.641/0001-70;;TIVIO EQUITY LONG TERM FI FINANCEIRO - CIA - RESP LIMITADA;2025-01-31;12;-4.28;0.93;-461.42;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;1;1.27;1.01;126.20;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;2;-0.51;0.80;-63.52;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;3;0.72;0.83;85.89;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;4;-1.56;0.89;-176.24;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;5;1.00;0.83;119.42;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;6;-0.77;0.79;-98.17;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;7;0.58;0.91;63.95;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;8;0.82;0.87;94.05;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;9;2.03;0.83;243.23;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;10;2.09;0.93;225.26;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;11;2.40;0.79;303.84;
FI;32.683.896/0001-47;;ACE CAPITAL CSHG FIF DA CIC MULTIMERCADO RESP LIMITADA;2025-01-31;12;1.41;0.93;151.82;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;1;-0.99;1.01;-98.02;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;2;1.74;0.80;217.50;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;3;0.49;0.83;59.04;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;4;1.00;0.89;112.36;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;5;-2.03;0.83;-244.58;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;6;2.14;0.79;270.89;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;7;-1.59;0.91;-174.73;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;8;4.35;0.87;500.00;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;9;-0.17;0.84;-20.24;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;10;1.07;0.93;115.05;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;11;4.14;0.79;524.05;
FI;32.704.998/0001-00;;AMW OMAHA FUNDO DE INVESTIMENTO FINANCEIRO;2025-01-31;12;-4.28;0.93;-460.22;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;1;5.90;4.86;121.25;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;2;0.94;0.99;94.48;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;3;-0.22;-0.71;31.39;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;4;-3.13;-1.70;183.76;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;5;-2.09;-3.04;68.84;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;6;1.28;1.48;86.68;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;7;1.99;3.02;65.74;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;8;4.48;6.54;68.51;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;9;-3.73;-3.08;121.04;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;10;-1.39;-1.60;87.24;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;11;-6.18;-3.12;198.23;
FI;32.710.503/0001-47;;CSHG ALLOCATION SHARP IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF AÇÕES - RESP LIMITADA;2025-01-31;12;-6.35;-4.28;148.22;
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;1;0.67;1.01;66.44;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;2;0.52;0.80;64.31;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;3;-0.15;0.83;-17.65;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;4;-2.13;0.89;-240.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;5;1.41;0.83;169.63;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;6;-1.57;0.79;-199.66;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;7;2.59;0.91;285.80;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;8;0.61;0.87;69.77;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;9;-1.05;0.83;-125.35;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;10;-1.21;0.93;-130.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;11;-0.13;0.79;-16.04;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.225/0001-00;;BRADESCO PORTFÓLIO INFLAÇÃO FI FINANCEIRO - CIC RF - RESP LIMITADA;2025-01-31;12;-3.61;0.93;-389.57;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;1;-0.29;1.01;-28.39;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;2;0.51;0.80;63.08;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;3;1.65;0.83;198.20;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;4;-0.49;0.89;-55.46;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;5;-0.38;0.83;-45.65;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;6;3.47;0.79;439.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;7;0.43;0.91;47.53;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;8;1.16;0.87;133.78;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;9;0.47;0.83;55.78;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;10;1.21;0.93;130.30;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;11;4.25;0.79;536.75;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.493/0001-21;;KADIMA ÁGORA FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2025-01-31;12;1.76;0.93;189.97;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;1;1.09;1.01;108.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;2;0.54;0.80;67.90;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;3;0.06;0.83;7.15;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;4;-1.59;0.89;-178.73;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;5;1.30;0.83;156.10;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;6;-0.95;0.79;-120.89;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;7;2.07;0.91;227.92;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;8;0.53;0.87;61.66;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;9;-0.67;0.83;-79.85;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;10;-0.66;0.93;-70.85;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;11;0.02;0.79;2.94;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.599/0001-25;;BRAM INDEX IMA-B FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;12;-2.65;0.93;-285.61;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;1;1.88;1.88;99.84;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;2;0.59;0.59;99.57;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;3;0.77;0.77;100.05;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;4;-0.20;-0.20;100.91;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;5;1.05;1.05;99.98;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;6;0.39;0.39;99.28;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;7;0.91;0.91;99.89;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;8;0.60;0.59;101.03;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;9;0.40;0.40;99.56;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;10;0.74;0.74;99.74;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;11;0.35;0.36;99.50;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
FI;32.742.636/0001-03;;BRAM INDEX IMA-B5 FI FINANCEIRO - CI RF - RESP LIMITADA;2025-01-31;12;-0.28;-0.28;100.69;Caso o fundo e/ou o índice de referência apresente rentabilidade negativa, o desempenho do fundo como percentual do índice de referência deve ser avaliado em conjunto com as rentabilidades de cada indicador de desempenho.
